index,title,assigned_to,pdf_found,decision,reason,ai_method_found,design_task,has_empirical_study,sheets_updated,error,timestamp
113,A cognitive analysis-based key concepts derivation approach for product design,J,True,Y,The paper uses pretrained language models to directly support product design concept generation by extracting key design concepts from textual data and representing design thinking in vector space.,Pretrained language models (deep learning),Product design concept generation and key concepts derivation,True,True,,2025-10-15T18:25:21.984954
115,Data-driven multi-objective affective product design integrating three-dimensional form and color,J,True,Y,"The AI (auto-encoder, GABP neural networks, SPEA2) directly supports product design by predicting user emotional responses to 3D form and color, then optimizing design parameters to achieve desired emotions in car design.","Auto-encoder, GABP (Genetic Algorithm Back Propagation), SPEA2 (Strength Pareto Evolutionary Algorithm 2)",Multi-objective affective product design optimization (3D form and color optimization based on emotional responses),True,True,,2025-10-15T18:25:52.958429
117,"An Integrated Modeling Framework for Automated Product Design, Topology Optimization, and Mechanical Simulation",J,True,N,"While the paper clearly uses AI to automate and optimize product design processes (topology optimization, material optimization), no specific AI/ML method is explicitly mentioned on the provided page—only generic terms like 'AI' and 'AI models' are used.",None,Automated product design and topology optimization,True,True,,2025-10-15T18:26:23.936760
119,Weaving ML with Human Aesthetic Assessments to Augment Design Space Exploration: An Automotive Wheel Design Case Study,J,True,N,"While the paper clearly supports automotive wheel design through ML-based design space exploration and organization, no specific AI/ML method (e.g., CNN, GAN, Random Forest, Transformer) is explicitly mentioned in the provided content.",None,Automotive wheel design space exploration and organization,True,True,,2025-10-15T18:27:05.705279
121,Deep learning-based efficient metamodeling via domain knowledge-integrated designable data augmentation with transfer learning: application to vehicle crash safety,J,True,Y,"Deep learning metamodeling directly supports engineering design by predicting system performance, estimating design variables, and deriving design solutions for vehicle bumper crash safety optimization.","Deep Neural Network (DNN), Transfer Learning, Generative Models",Engineering design optimization (vehicle bumper design for crash safety),True,True,,2025-10-15T18:28:03.503415
122,Affective-Blue Design Methodology for Product Design Based on Integral Kansei Engineering,J,True,N,"While the paper discusses using 'machine learning schemes' and 'data mining' to establish relationships between product images and design elements for affective product design, no specific AI/ML method (e.g., CNN, Random Forest, SVM) is mentioned in the provided pages - only generic terms are used.",None,Product form design informed by affective/Kansei analysis,True,True,,2025-10-15T18:28:37.204810
123,NOVEL METHODOLOGY FOR REAL-TIME STRUCTURAL ANALYSIS ASSISTANCE IN CUSTOM PRODUCT DESIGN,J,True,Y,"The paper uses Machine Learning (Gradient Boosting) to provide real-time structural analysis assistance during custom product design, directly supporting designers in validating structural properties and making design decisions.",Gradient Boosting,Real-time structural analysis for custom product design validation,True,True,,2025-10-15T18:29:14.629232
125,Machine learning-based design support system for the prediction of heterogeneous machine parameters in industry 4.0,J,True,Y,"The paper presents a machine learning-based Design Support System that predicts machine geometry and design specifications to support engineering design decisions, directly assisting designers in the design process.","Decision Tree, k-Nearest Neighbors, Neighborhood Component Features Selection",Engineering design parameter prediction and machine specification estimation,True,True,,2025-10-15T18:29:43.881673
128,Discovering the relationship between attributes of facial masks and review rating in online customer reviews using Explainable Artificial Intelligence (XAI),J,True,Y,"AI (LDA, Gradient Boost trees) analyzes customer reviews to identify product attributes of facial masks and their impact on satisfaction, providing insights to inform product design improvements and enhancement decisions.","Latent Dirichlet Allocation (LDA), Gradient Boost trees",Product design improvement informed by customer feedback analysis,True,True,,2025-10-15T18:30:12.294887
129,Efficiency Monitoring of Engineering System Designer Work Based on Multi-System User Behavior Analysis with AI/ML Algorithms,J,True,N,"AI monitors designer work efficiency and productivity (workforce management), rather than supporting actual design tasks or processes. The AI tracks user behavior for performance measurement, not to create, optimize, evaluate, or inform design outputs.",None,None,False,True,,2025-10-15T18:30:45.783330
130,Computers as co-creative assistants. A comparative study on the use of text-to-image AI models for computer aided conceptual design,J,True,Y,"Text-to-Image AI models directly support conceptual product design tasks, specifically for shape exploration and creative generation. The paper compares AI models with Shape Grammars as design support tools.",Text-to-Image AI models (generative AI),Computer aided conceptual design and shape exploration for product design,True,True,,2025-10-15T18:31:22.776410
132,Automated Evaluation and Rating of Product Repairability Using Artificial Intelligence-Based Approaches,J,True,Y,"AI evaluates and rates product repairability, which is a design quality assessment that informs and supports designers' decision-making processes (indirect design support).","ConvNeXt, ResNet50, VGG16, GoogLeNet, ORB, k-means clustering",Product repairability assessment and rating to support design decisions,True,True,,2025-10-15T18:31:55.268227
134,"Graph models for engineering design: Model encoding, and fidelity evaluation based on dataset and other sources of knowledge",J,True,N,"While the paper supports engineering design through model generation for early-stage design decision-making, it only mentions generic 'machine learning' terms without specifying a concrete AI/ML method (e.g., CNN, Random Forest, Neural Networks).",None,Engineering design model generation and early-stage design decision support,True,True,,2025-10-15T18:32:29.411398
135,ChatGPT and finetuned BERT: A comparative study for developing intelligent design support systems,J,True,Y,"The paper explicitly develops intelligent design support systems for engineering design using ChatGPT and BERT for knowledge transfer and elicitation tasks, which indirectly support design decision-making processes.","ChatGPT (GPT), BERT",Intelligent design support system development for engineering design through knowledge transfer and elicitation,True,True,,2025-10-15T18:33:05.636612
136,The Generative Generic-Field Design Method Based on Design Cognition and Knowledge Reasoning,J,True,Y,"The paper uses Large Language Models (LLM) and knowledge reasoning to directly generate engineering design solutions, including physical structures and system architectures, making it a clear AI-supported design method.",Large Language Model (LLM),Generative engineering design - generates physical structures and system architectures for multi-domain design problems,True,True,,2025-10-15T18:33:37.635188
138,Research on design forms based on artificial intelligence collaboration model,J,True,Y,"The paper directly uses AI generative tools (Midjourney, Stable Diffusion, Chilloutmix) to generate and explore design forms, and employs genetic algorithms and topology optimization for industrial design morphology research.","Midjourney, Stable Diffusion, Chilloutmix, Genetic Algorithm, Topology Optimization",Industrial design form generation and morphology exploration,True,True,,2025-10-15T18:34:07.900664
139,A Generative Deep Learning Approach for Improving the Mechanical Performance of Structural Components,J,True,Y,"GAN directly generates and optimizes 3D structural component designs with improved mechanical properties, combining generative AI with finite element analysis for engineering design.",GAN (Generative Adversarial Network),Engineering design and optimization of 3D structural components,True,True,,2025-10-15T18:34:39.270547
141,"Intelligent RFQ Summarization Using Natural Language Processing, Text Mining, and Machine Learning Techniques",J,True,Y,"The AI system indirectly supports design tasks by automatically extracting critical design specifications (voltage, capacity, impedance) from RFQs, which the paper explicitly states 'helps improve the complex product design for manufacturers.' This is design requirement extraction to inform design processes.","K-means, TextRank, N-gram TF-IDF",Design requirement extraction and specification identification from RFQs to support product design,True,True,,2025-10-15T18:35:09.702229
143,Plan-Based Derivation of General Functional Structures in Product Design,J,True,Y,"The paper uses logic-based planning solvers (specific AI methods) to decompose product functions into functional structures, directly supporting the product design process by automating a crucial first step in computer-aided design.","Logic-based solvers, Automated planning",Product function decomposition and functional structure generation,True,True,,2025-10-15T18:35:43.602790
144,Machine learning for topology optimization: Physics-based learning through an independent training strategy,J,True,Y,"The AI (CNN with residual links) directly performs topology optimization, which is an engineering design task that generates optimal structural forms. The system accelerates the design process for creating lighter and stronger structures.",Convolutional Neural Network (CNN) with residual links,Topology optimization for structural engineering design,True,True,,2025-10-15T18:36:18.954767
145,Decision-Making with Probabilistic Reasoning in Engineering Design,J,True,Y,Decision networks and Bayesian networks (specific AI methods) support engineering design by providing decision support and uncertainty analysis to help designers make robust product design choices under uncertainty.,"Decision Networks, Bayesian Networks",Engineering design decision-making and product robustness analysis,True,True,,2025-10-15T18:36:49.904615
146,Deep learning-based surrogate modeling via physics-informed artificial image (PiAI) for strongly coupled multidisciplinary engineering systems,J,True,Y,"CNN-based deep surrogate model supports engineering design by enabling rapid evaluation of design parameters for multidisciplinary systems, replacing expensive simulations to facilitate design space exploration.","CNN (Convolutional Neural Network), Deep Learning","Engineering design optimization and evaluation for multidisciplinary systems (cantilever beam, stretchable strain sensor)",True,True,,2025-10-15T18:37:20.190155
147,SplineLearner: Generative learning system of design constraints for models represented using B-spline surfaces,J,True,N,"While the paper clearly supports design tasks through generative learning of design constraints for CAD models, no specific AI/ML method (e.g., Random Forest, SVM, Neural Network) is explicitly mentioned in the provided text—only generic terms like 'machine learning' and 'generative learning process' are used.",None,Generative design and design constraint learning for CAD models (B-spline surfaces),True,True,,2025-10-15T18:37:59.452627
148,Integrating and navigating engineering design decision-related knowledge using decision knowledge graph,J,True,Y,"The paper uses NLP and knowledge graphs to support engineering design decision-making by helping designers search and navigate decision-related knowledge, which indirectly supports design processes.",Natural Language Processing (NLP),Engineering design decision support and knowledge navigation,True,True,,2025-10-15T18:38:37.766446
149,The form of AI-driven luxury: how generative AI (GAI) and Large Language Models (LLMs) are transforming the creative process,J,True,Y,"GAI and LLMs are used to directly design luxury products. The paper studies GAI-designed luxury products and their creative outcomes, examining consumer perceptions of AI-generated product designs.","Generative AI (GAI), Large Language Models (LLMs)",Luxury product design and creative process,True,True,,2025-10-15T18:39:13.944097
150,Configuration-Based Smart Customization Service: A Multitask Learning Approach,J,True,Y,"AI (ELMo and multitask learning) maps customer needs from natural language to product specifications in the design stage, indirectly supporting product customization design by extracting and translating design requirements.","ELMo (Embeddings from Language Models), multitask learning, deep bidirectional language model",Product configuration and customization - mapping customer needs to design specifications,True,True,,2025-10-15T18:39:41.945160
152,Digital servitization of symbiotic service composition in product-service systems,J,True,N,"While the paper mentions 'machine learning' for service composition in product-service systems, no specific AI/ML method (e.g., CNN, Random Forest, specific algorithm name) is identified in the provided content, which is required per inclusion criteria.",None,Service composition and selection in product-service systems,True,True,,2025-10-15T18:40:14.380757
153,Collaborative Decision-Making Assistant for Healthcare Professionals: A Human-Centered AI Prototype Powered by Azure Open AI,J,True,N,"The AI supports healthcare clinical decision-making for treatment plans, not design tasks or processes. The 'design' mentioned refers to designing the AI system itself, not AI supporting design activities.",Azure OpenAI (GPT models),None,False,True,,2025-10-15T18:40:48.893844
155,Impaction of Artificial Intelligence on Interaction Design,J,True,N,"While the paper discusses AI's impact on interaction design (a valid design domain), no specific AI/ML method (e.g., CNN, RNN, Deep Learning) is mentioned in the visible content. Only generic 'AI' and 'speech recognition' (an application, not a method) appear.",None,None,False,True,,2025-10-15T18:41:23.995549
156,PIKAR: A Pixel-Level Image Kansei Analysis and Recognition System Based on Deep Learning for User-Centered Product Design,J,True,Y,"The AI system uses deep learning to analyze and predict user perception (Kansei) towards product designs, indirectly supporting design decisions by informing designers how users will perceive design elements.","Deep Learning, Neural Networks",Product design support through user perception analysis and prediction (Kansei Engineering),True,True,,2025-10-15T18:42:10.863269
157,User Experience Design Professionals' Perceptions of Generative Artificial Intelligence,J,True,N,"This is a qualitative perception study examining UX designers' attitudes toward GenAI through interviews, not an implementation or evaluation of AI actively supporting design tasks. While GenAI tools mentioned can support design, the paper's contribution is understanding designer attitudes and concerns, not demonstrating AI support for design processes.","GPT-3, BERT, DALL-E, Stable Diffusion, Transformer-based models",None,True,True,,2025-10-15T18:42:45.220294
158,A Novel User Emotional Interaction Design Model Using Long and Short-Term Memory Networks and Deep Learning,J,True,Y,AI (LSTM with attention mechanism) performs speech-based emotion recognition to optimize emotional interaction system design and improve user experience. This indirectly supports interaction design by analyzing user emotional data to inform design decisions.,"LSTM (Long Short-Term Memory), Deep Learning, Self-attention mechanism",Emotional interaction system design,True,True,,2025-10-15T18:43:41.094393
159,Will artificial intelligence platforms replace designers in the future? analyzing the impact of artificial intelligence platforms on the engineering design industry through color perception,J,True,Y,"The paper investigates AI-assisted design tasks in the engineering design industry, analyzing how AI platforms support designers' work and design decision-making through color perception analysis.","K-means clustering, Machine Learning, Support Vector Machines, Decision Trees, Bayesian Networks",AI-assisted engineering design tasks and design decision-making,True,True,,2025-10-15T18:44:56.299101
161,Exploring the Potential of Chatbots,J,True,N,"The paper designs a chatbot service for sustainable tourism behavior change. The AI is the product being designed, not a tool that supports design tasks or processes.",Generative Conversational AI,None,True,True,,2025-10-15T18:45:26.967997
162,"Designing Age-Inclusive Interfaces: Emerging Mobile, Conversational, and Generative AI to Support Interactions across the Life Span",J,True,N,"This is a workshop paper about designing AI-based conversational interfaces (CUIs) for older adults. The AI (generative AI, LLMs) is the interface being designed, not a tool supporting design tasks. Falls under exclusion: 'design of AI systems' only.",LLMs,None,False,True,,2025-10-15T18:46:08.872733
163,The artistic design of user interaction experience for mobile systems based on context-awareness and machine learning,J,True,Y,"The paper uses machine learning to support user interaction experience design for mobile systems through personalized artistic recommendations and context-aware content delivery, which directly informs and shapes the interaction design process.","Tensor decomposition, similarity metrics",User interaction experience design and content recommendation for mobile systems,True,True,,2025-10-15T18:46:49.019288
164,ITIU: Intention Understanding via Interactive Table in Large Language Models,J,True,N,"This paper focuses on improving LLM systems' ability to understand user intentions, which is 'design of AI systems' rather than using AI to support design tasks or processes. No specific design applications are mentioned.","Large Language Models (LLMs), GPT, LLaMA, ChatGLM, Mistral",None,True,True,,2025-10-15T18:47:21.674369
165,CUI@CHI: Mapping Grand Challenges for the Conversational User Interface Community,J,True,N,"This is a workshop proposal paper focused on identifying research challenges in CUI design. It does not present a specific AI/ML method that supports design tasks, nor does it demonstrate AI application to design processes.",None,None,False,True,,2025-10-15T18:48:06.495450
166,Combining a Universal OBD-II Module with Deep Learning to Develop an Eco-Driving Analysis System,J,True,N,"The AI (deep learning) is used to analyze driving behavior and predict fuel consumption for eco-driving evaluation, not to support any design tasks or processes. The mentioned UI design is merely a presentation interface for displaying results, not a design task that AI supports.",Deep Learning,None,True,True,,2025-10-15T18:48:38.914624
167,Optimizing HMI for Intelligent Electric Vehicles Using BCI and Deep Neural Networks with Genetic Algorithms,J,True,Y,"AI (DNN-GA) optimizes human-machine interaction interface (HMI) design for electric vehicles by analyzing BCI data to improve interface efficiency, user experience, and usability. This indirectly supports design through data-driven optimization and decision support.","Deep Neural Networks (DNN), Genetic Algorithms (GA)",HMI/interaction design optimization for intelligent electric vehicles,True,True,,2025-10-15T18:49:10.481542
168,Empirical Evidence on Conversational Control of GUI in Semantic Automation,J,True,Y,"LLM is used to design and enable a conversational user interface system for semantic automation, directly supporting interaction design and UI design tasks through natural language control.",Large Language Model (LLM),Conversational UI design and interaction design for semantic automation interface,True,True,,2025-10-15T18:49:43.519977
170,APPLICATION OF AR VIRTUAL IMPLANTATION TECHNOLOGY BASED ON DEEP LEARNING AND EMOTIONAL TECHNOLOGY IN THE CREATION OF INTERACTIVE PICTURE BOOKS,J,True,Y,"Deep neural networks analyze emotions in picture book images to inform and guide the creation of interactive AR picture books, indirectly supporting the design process by integrating users' emotional needs into product design.",Deep neural network,Interactive picture book creation informed by emotional image analysis,True,True,,2025-10-15T18:50:22.526842
171,A training and assessment system for human-computer interaction combining fNIRS and eye-tracking data,J,True,N,"While the paper uses AI to assess cognitive load for optimizing HCI design (indirect design support), no specific AI/ML method is explicitly mentioned in the provided excerpt.",None,HCI system design optimization based on cognitive load analysis,True,True,,2025-10-15T18:50:51.220549
172,Beyond Manual Modeling: Automating GUI Model Generation Using Design Documents,J,True,Y,"The AI uses computer vision pre-trained models to automatically generate GUI models from UI/UX design documents, which automates the design-to-implementation process and supports model-based testing of GUI applications.",Computer vision pre-trained models,GUI model generation from design documents for UI/UX design support and testing,True,True,,2025-10-15T18:51:35.606616
173,Exploring the impact of integrated design on employee learning engagement in the ubiquitous learning context: A deep learning-based hybrid multistage approach,J,True,N,"The AI (artificial neural networks/deep learning) is used purely for statistical analysis to model relationships between design variables and learning engagement, not to support, create, optimize, evaluate, or inform any design tasks or processes.","Artificial Neural Networks (ANN), Deep Learning",None,True,True,,2025-10-15T18:52:19.819517
174,(Re-)connecting with Nature in Urban Life: Engaging with Wildlife via AI-powered Wearables,J,True,N,"The paper describes the design OF an AI-powered wearable for human-nature interaction, not AI supporting design tasks. The AI detects birds and identifies species for nature connection purposes, not for creating, optimizing, or informing design outputs.",None,None,False,True,,2025-10-15T18:52:53.876714
175,Society sync - Digitalize society management systems with artificial intelligence technologies,J,True,N,"While the paper mentions using Big Data to optimize UI/UX design, this is a minor aspect. The primary application is a society management system where AI methods (OCR, face recognition, ML) are used for functional purposes (vehicle management, attendance, complaint tracking), not design support.","OCR, Face Recognition, Machine Learning",None (UI/UX mentioned but not primary focus),False,True,,2025-10-15T18:53:27.868750
176,User Feedback Design in AI-Driven Mood Tracker Mobile Apps,J,True,N,"This paper is about designing user feedback mechanisms FOR AI-driven mood tracker apps (design OF AI systems), not AI supporting design tasks. No specific AI/ML method is mentioned, only generic 'AI' terms.",None,None,True,True,,2025-10-15T18:54:25.122501
177,Boundary-Aware Supervoxel-Level Iteratively Refined Interactive 3D Image Segmentation With Multi-Agent Reinforcement Learning,J,True,N,"This paper focuses on medical image segmentation for clinical diagnosis and treatment planning, not design tasks. The AI segments medical images to identify organs/lesions, which is a computer vision application, not design creation, optimization, or support.",Multi-Agent Reinforcement Learning,None,True,True,,2025-10-15T18:54:58.357089
178,AI driven human-computer interaction design framework of virtual environment based on comprehensive semantic data analysis with feature extraction,J,True,N,"While the paper addresses human-computer interaction design for VR environments, no specific AI/ML method is explicitly mentioned in the provided content. Only generic terms like 'AI', 'data analysis', and 'feature extraction' are used.",None,Human-computer interaction design framework for virtual environments,False,True,,2025-10-15T18:55:28.884553
179,Conversations in the Cloud: Crafting Harmony in AliCloud Computing Interaction Design,J,True,N,"While the paper discusses using AI to create conversational interfaces for cloud service interaction design, no specific AI/ML method is mentioned in the provided content - only generic 'artificial intelligence technology' is referenced.",None,Conversational interaction design for cloud services,False,True,,2025-10-15T18:55:58.701744
180,Vehicle Multi-sensory User Interaction Design Research Based on MINDS Methods,J,True,N,"While the paper discusses AI technologies (speech recognition, gesture recognition) supporting vehicle interaction design, it does not explicitly mention any specific AI/ML methods (e.g., CNN, LSTM, Random Forest). Only generic AI capabilities are mentioned.",None,Vehicle multi-sensory user interaction design,False,True,,2025-10-15T18:56:26.562264
181,GANSpiration: Balancing Targeted and Serendipitous Inspiration in User Interface Design with Style-Based Generative Adversarial Network,J,True,Y,AI (Style-based GAN) directly supports UI design process by suggesting relevant design examples for targeted and serendipitous inspiration to help designers with overall design concepts and specific design elements.,Style-based Generative Adversarial Network (GAN),UI/UX design inspiration and example suggestion,True,True,,2025-10-15T18:57:03.533137
182,Enhancing Human-AI (H-AI) Collaboration On Design Tasks Using An Interactive Text/Voice Artificial Intelligence (AI) Agent,J,True,Y,The AI system (Disruptive Interjector) directly supports design tasks by providing real-time suggestions during collaborative ideation and engineering design problem-solving.,CNN (Convolutional Neural Networks),Collaborative idea generation and engineering design problem-solving support,True,True,,2025-10-15T18:57:32.738967
183,Machine Learning Based User Interface Generation,J,True,Y,"AI directly supports UI design tasks by automatically converting design mockups and hand-drawn sketches into functional HTML code using CNNs, bridging the gap between designers and developers.",Convolutional Neural Networks (CNN),UI/UX design - automatic conversion of design mockups and sketches to HTML code,False,True,,2025-10-15T18:58:08.155974
184,Interaction Design With Multi-Objective Bayesian Optimization,J,True,Y,"The paper uses multi-objective Bayesian optimization to directly support interaction designers in creating tactile displays for smartwatches. The AI agent intelligently proposes design configurations for evaluation, facilitating the design space exploration process.",Multi-Objective Bayesian Optimization,Interaction design - tactile display design for smartwatches with vibration-based notifications,True,True,,2025-10-15T18:58:36.278012
